time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
0.8,18.87708732,-6.74515039,-3.23470298,0.07289654,0.5293096,-0.00167445,45.84914679,-13.97008446,-5.62293126,132.02584403,29.82872824,-10.84246586,0.0,71.69659803,-3.64614174,4.1141594,41.91261003,-13.1103951,-21.09838323,0.0,-37.55189392,3.84336043,25.6873549,87.7803683,-4.30726483,103.27049261,21.86172058,49.71874678,22.14835948,-30.38848334,51.79894683,52.55467437,49.56445588
0.8166667,19.59071058,-6.76408143,-4.33032311,0.07183552,0.52668381,0.00153284,46.16078285,-12.99038322,-4.79011978,132.50398238,27.08200986,-12.42036923,0.0,71.03439902,-4.74843801,4.17434231,42.12615895,-13.86052524,-20.80041673,0.0,-39.0048656,2.32457158,23.69967637,94.45831951,-4.59976154,105.32263078,24.05627481,49.28937741,26.28542691,-28.23887547,51.20811656,48.65383292,49.75423629
0.8333333,19.8662568,-6.90936468,-5.17092006,0.07389923,0.52408961,0.00254445,46.47734632,-12.21545715,-4.03126459,133.2456508,24.84932393,-14.82324517,0.0,71.27862628,-5.57335973,4.45508597,43.22711624,-13.74453594,-20.77946733,0.0,-39.80181072,1.24430281,21.42905306,100.3055873,-4.16424582,106.83486039,25.29186281,48.4645064,31.45657364,-26.53219113,52.40578361,44.21572721,50.22433027
0.85,19.23086003,-6.70373373,-5.94692337,0.07584081,0.5221706,0.00278194,47.03418754,-11.87159258,-3.42903309,133.41684313,24.08092047,-15.08712034,0.0,72.45644637,-6.04807222,4.5461972,44.46609526,-14.125091,-20.68942576,0.0,-40.54129936,-0.04683698,18.5675021,106.92557233,-2.9037575,106.00111861,25.41605901,48.21944477,35.63042377,-26.65560948,52.01079338,42.34499093,50.24531052
0.8666667,18.71630657,-6.75918456,-6.55214001,0.08187458,0.52204428,0.00156449,47.48344467,-11.47298638,-3.36719264,133.29125485,24.33444571,-15.50456806,0.0,73.14291756,-6.60642163,4.33214457,45.20739205,-13.61108154,-20.75653399,0.0,-40.80607226,-0.86756915,15.74187409,111.97874624,-1.68475555,105.27148579,25.09283366,48.11057058,39.5391612,-27.11309515,51.40590067,40.40865195,50.25709179
0.8833333,17.91259031,-6.61547577,-7.0070787,0.08585266,0.52048409,0.00166556,48.01769514,-11.68903663,-2.87253468,133.81096183,22.81943464,-16.18093779,0.0,74.39036877,-6.79849328,3.93694627,46.17720985,-13.59601073,-21.28451468,0.0,-40.41055075,-1.35274723,12.74746116,115.85049295,0.33017528,104.59301136,24.60880039,48.13955066,42.76905436,-27.78881231,50.71670525,38.29218187,50.35792429
0.9,17.41124237,-6.51600262,-7.19279824,0.08110759,0.51919492,0.00225215,48.91088375,-11.65889044,-2.90594158,134.11489644,21.0967365,-18.12889129,0.0,75.35020246,-6.90382265,3.79250634,47.0830529,-14.00471319,-21.45042532,0.0,-40.81111018,-2.05664456,10.13158514,120.46663736,2.45214287,107.07745319,22.5640628,48.7375002,47.59574071,-28.3584481,51.02327638,35.74200805,51.12004849
0.9166667,16.11694091,-6.1993731,-7.57522055,0.09503691,0.51384726,0.00359791,50.09380309,-12.28883508,-2.18478811,135.33571065,19.55660838,-19.1240347,0.0,77.79327371,-6.96623924,3.70609185,48.75235824,-14.10233917,-22.56197874,0.0,-39.93738778,-2.70845698,7.62676699,124.17405024,4.33565648,107.81012311,21.79071096,48.75882614,51.40030435,-29.3639883,50.54390799,34.35837445,51.24485947
0.9333333,15.07769152,-6.11257514,-7.71944558,0.09627985,0.51466107,0.00193677,50.9170811,-12.34658235,-2.23428546,135.01150404,19.31449663,-18.81193879,0.0,79.41733895,-7.01276324,3.5051253,50.31774352,-12.97154902,-22.95569942,0.0,-39.96422545,-2.87818346,4.43344054,128.84759749,6.55306165,107.30710304,21.90321955,48.70140402,55.58877598,-31.1207037,49.62004167,33.14096975,51.18700455
0.95,13.56875648,-5.7894464,-8.04881295,0.09483137,0.50916736,0.00026241,52.6665825,-13.02563789,-1.34474074,135.72620852,17.57879962,-19.50793979,0.0,81.89716418,-6.92478501,3.55000555,51.65458369,-12.77575626,-23.02029807,0.0,-39.65917199,-3.02820131,1.36611294,133.96056117,8.52889373,108.64938391,21.57350208,48.83560177,59.57994261,-33.29767706,48.4218404,33.30578072,51.15776301
